Function,Best Position,Best Value,Execution Time,Dimensions,Num Particles,Bounds,Max Iterations,Inertia (w),Cognitive (c1),Social (c2)
Sphere,"[-0.0003124820587721393, 0.009760645994382422, -0.06603579564756369, -0.038954399819865815, 0.06024124533203715, 0.07680026124480901, -0.009617752438932786, -0.007305887193046395, -0.03081833715388345, 0.006295085266099218]",0.016636102346915073,1.225466251373291,10,30,"(-5, 5)",200,0.9,1.5,1.5
Sphere,"[-0.09160757852651791, -0.13630742864312614, -0.062098047059893656, 0.1610138890502859, 0.28591624890444794, 0.32648069208919517, 0.11290036471824186, -0.16090753727063, 0.12205795113735972, 0.23920760063530688]",0.35584719469873555,4.935646057128906,10,30,"(-5, 5)",500,0.65,1.5,1.5
Sphere,"[0.036843602655423004, -0.4559511258937867, 0.0159973898485911, 0.10937258432810253, 0.09335224927151378, -0.22088582541489848, 0.1833500050702672, 0.14282770825621913, 0.2717170209787099, 0.09610022421137901]",0.4160547204463027,5.6285107135772705,10,50,"(-5, 5)",200,0.4,1.5,1.5
Sphere,"[0.0018518909919982198, -0.011984920990896583, 0.004581117774275646, 0.0018533082102548878, -0.007000082579018935, -0.01730294902382875, -0.028019187026071982, -0.014910539633392002, -0.028704731892997444, 0.010014216484188702]",0.002451527622424576,0.9883015155792236,10,50,"(-5, 5)",200,0.9,1.5,1.5
Sphere,"[0.04791050215489187, 0.022680972745702396, 0.12168385094971365, -0.4735862640981126, -0.2208747118648557, 0.6665174604363374, 0.35547458172303725, 0.3583071700860743, 0.024459559202773536, 0.3038318017646779]",1.082590155459896,2.925809860229492,10,30,"(-5, 5)",200,0.4,1.5,1.5
Sphere,"[0.0049240004014635234, -0.008554224463511811, 0.01724981355482716, -0.00613681758574932, 0.003874999453929027, -0.002930628024239365, 0.023196231524482254, -0.01628166273165721, 0.006537735102060949, 0.015421705130214777]",0.0015399700029000575,0.5757436752319336,10,30,"(-5, 5)",200,0.9,1.5,0.8999999999999999
Sphere,"[-0.13420146175213843, 0.20028777912688928, 0.10106007022310155, 0.0980489427266259, 0.08452259095051799, 0.11028799697434627, -0.001954582926777771, 0.03688639554148229, 0.058366181595475644, -0.0047335606086346725]",0.10205291474543363,8.438342571258545,10,30,"(-5, 5)",500,0.65,1.5,0.8999999999999999
Sphere,"[-0.07017840415145976, -0.13476506383107406, -0.09762057015009971, -0.047513266877903346, 0.05188191732999462, 0.00694594772337658, 0.13876003393594882, -0.1801368781219657, -0.1025589074930632, 0.04128034080545341]",0.10153993454071143,1.7137136459350586,10,30,"(-5, 5)",200,0.65,1.0,0.3
Sphere,"[0.12230347207372577, -0.02510488302066688, -0.23188086694560464, 0.24572709363740036, -0.028316003224975926, -0.05948729366153988, -0.30736494640225076, 0.015466275778680481, -0.30704557909488195, 0.2685026105710713]",0.3951625250700225,3.8611361980438232,10,50,"(-5, 5)",200,0.4,1.5,0.8999999999999999
Sphere,"[-0.004401602064705525, -0.022232732254630693, -0.00976927453228335, 0.006971977025992498, -0.025319607562327685, -0.00843726216504995, -0.01785304276484029, 0.0029094117612695185, 0.008693979486708286, 0.01464280566268982]",0.001987178442482703,0.44458484649658203,10,50,"(-5, 5)",200,0.9,1.5,0.8999999999999999
Sphere,"[0.0030318940113674532, -0.056029567937155765, 0.025310826222434663, 0.052731844497500235, 0.004868471656728166, -0.005013831790569076, 0.05206389478530894, 0.001840541905750216, -0.026997326810651107, -0.013678720627266452]",0.010248630525830285,0.7022738456726074,10,30,"(-5, 5)",200,0.9,1.5,0.3
Sphere,"[-0.3454090658718951, -0.1555434406353836, -0.10644547086019843, -0.25433882386426093, 0.198761580067957, 0.02071451651585845, 0.13615814589869848, 0.12670687153304813, 0.09497158760465431, 0.34831692236736683]",0.4243932700559761,4.805049657821655,10,30,"(-5, 5)",500,0.65,1.5,0.3
Sphere,"[0.28142842030776943, 0.27383634712126254, -0.06381169834204671, 0.7284521723189761, 0.0783088682298044, 0.004277483601973071, 0.13990847948014426, 0.2778234593014437, 0.22929414688878447, -0.6409055051877188]",1.2551493062186199,1.5723347663879395,10,50,"(-5, 5)",200,0.4,1.5,0.3
Sphere,"[0.0011838812472275318, -0.0010202506483875454, -0.0014356285534707833, -0.0028976750435722744, -0.0022668275177301607, 0.0028889157075762256, -0.007398735491223782, 0.002443144544236254, 0.0002893831590199509, -0.004011657117370412]",0.0001032717547285726,1.3003449440002441,10,50,"(-5, 5)",200,0.9,1.5,0.3
Sphere,"[-0.011850184347468776, -0.0015964853862229095, -0.0031625494364788207, 0.024129488002752768, 0.006132881252626026, -0.014830641773639575, 0.026270443900048575, -0.0107572057516035, 0.023128521054364512, 0.008071707442960742]",0.0023987043582422755,1.5561518669128418,10,30,"(-5, 5)",200,0.9,1.0,1.5
Sphere,"[0.25649463566529573, 0.12133928769347406, -0.08142811704780324, -0.07619254866066194, -0.19896582803094368, 0.10241304313496025, -0.03346689772155045, -0.126483998500127, 0.07468465688566864, -0.07219318670047473]",0.17093228500837732,5.536328554153442,10,30,"(-5, 5)",500,0.65,1.0,1.5
Sphere,"[0.08805782779987685, 0.13133805945685395, -0.004923778908316767, 0.05743325745775465, -0.1252189239562843, -0.1347469602725328, 0.1630006131432649, 0.3468367711384446, 0.38619972098568783, -0.21093476058914656]",0.40267185519217463,3.3641059398651123,10,50,"(-5, 5)",200,0.4,1.0,1.5
Sphere,"[0.0690165805138741, -0.43762402196836186, -0.16205515659817865, 0.17906177404820284, -0.20575970609794283, 0.1092821984101529, 0.05956168474376452, -0.18677954641111255, -0.2764565787503718, 0.5833957956129618]",0.7640958087581087,1.471484899520874,10,30,"(-5, 5)",200,0.65,0.5,0.3
Sphere,"[0.012751851490485636, 0.01885130652272015, 0.011813765062698892, -0.024469317114043165, 0.012267743094670285, -0.020090593329886428, 0.023720948528338424, 0.0015511701146763736, 0.012556791096757279, 0.027033291538312156]",0.0032639848418686383,0.3057131767272949,10,50,"(-5, 5)",200,0.9,1.0,1.5
Sphere,"[0.032816296286684206, 0.20320719920236432, 0.15184536219289813, -0.23866436350155545, 0.14350610855462995, -0.07958258965837056, -0.3190216134002346, 0.45345336708664363, 0.21989775872532136, -0.5425455387949153]",0.7994205912013533,0.9530971050262451,10,30,"(-5, 5)",200,0.4,1.0,1.5
Sphere,"[0.015608441273135732, 0.00340508558563772, 0.014196208841814283, -0.004728068962870789, 0.0013850944173242462, 0.002722116169688097, -0.023248829149305043, 0.015718902175013122, -0.01775656875725211, -0.005436535258125218]",0.0016208770234517615,2.1730823516845703,10,30,"(-5, 5)",200,0.9,1.0,0.8999999999999999
Sphere,"[0.053885978958422745, 0.01354557419969261, 0.09422995568155519, -0.25959158012368805, 0.06909416302504372, -0.0474765221112745, 0.11697904916460068, -0.19938491960338528, -0.19905562694684867, 0.13969940561936872]",0.198959788501792,8.6471107006073,10,30,"(-5, 5)",500,0.65,1.0,0.8999999999999999
Sphere,"[-0.20392676289362505, -0.11809825086892317, -0.060117399807320615, 0.2984747571679128, -0.21904187092123878, -0.17751335503860768, 0.1992619309206086, 0.14056908527839526, -0.3485637978775554, 0.20822170374328985]",0.45204292029314685,3.5338945388793945,10,50,"(-5, 5)",200,0.4,1.0,0.8999999999999999
Sphere,"[0.001773661801694313, -0.001071484438692516, 0.003577594734750086, 0.006343183970884578, 0.0047016054367292415, -0.0030840861425187657, 0.005026377851179381, -0.001223303435816878, -0.004483805534314867, -0.005803010148716169]",0.00016948618753547006,1.0312654972076416,10,50,"(-5, 5)",200,0.9,1.0,0.8999999999999999
Sphere,"[0.005888405963084602, -0.0011687271704574642, 0.0030171578234373646, 0.01754832812410923, -0.011481959365235299, 0.014779230992073494, -0.008042754714208573, 0.013791182564505747, -0.003848011815562222, -0.0061906128332944515]",0.0010113608709548764,2.134594440460205,10,30,"(-5, 5)",200,0.9,1.0,0.3
Sphere,"[0.1374764836706698, -0.17090558174198184, 0.036859481007915654, 0.0048830368130531, -0.08514601502917636, 0.40815907307927385, 0.14921908200988876, -0.13770716033321848, 0.6792042565050281, 0.6575076636760173]",1.1581989859241437,1.7153136730194092,10,30,"(-5, 5)",200,0.4,0.5,0.8999999999999999
Sphere,"[-0.03584638857500194, -0.06393443800555049, -0.3471372110974838, -0.02453592650103119, 0.3628064064521928, 0.24237784225545508, 0.04002033081067627, 0.002110282556242879, 0.09251841124272797, -0.43019890394311816]",0.5120911714773244,4.026648044586182,10,30,"(-5, 5)",500,0.65,1.0,0.3
Sphere,"[-0.3103142728505101, 0.19225248886221727, -0.3653002839050185, -0.49538294519196563, -0.057884575728053916, 0.43774859324053184, -0.11326746594649441, 0.28771352636914493, -0.23088686223769594, -0.0057565777472021965]",0.8560294556469296,1.6711020469665527,10,50,"(-5, 5)",200,0.4,1.0,0.3
Sphere,"[-0.010018740141591737, -0.02000590891066499, -0.018564267685669267, 0.011612482294544268, -0.020757325384669904, -0.009300292701018594, 0.015261348949124148, -0.018990798153634636, -0.013898010643079356, 0.010709024958497154]",0.0023988524282184233,0.9928784370422363,10,30,"(-5, 5)",200,0.9,0.5,1.5
Sphere,"[-0.0036826358834539446, -0.004973916657701186, -0.0008053062825099664, 0.004133404605986135, 0.0034342531031457445, 0.0004766632363914522, -0.0018294770939459467, 0.006215670813797469, 0.0013981675074784682, -0.00099116817663061]",0.00011297534486679113,2.4143009185791016,10,50,"(-5, 5)",200,0.9,1.0,0.3
Sphere,"[0.005391823584346552, -0.04239914341951753, -0.2954152387160082, 0.027707984671018922, 0.34395633801653197, -0.5066595421823424, -0.1441213166889723, -0.08078939655464103, 0.20082943092274053, -0.03799341731989831]",0.5339483495548246,3.662306070327759,10,30,"(-5, 5)",500,0.65,0.5,1.5
Sphere,"[-0.10611243030194273, 0.547049966666427, 0.14047765293321526, -0.06309235269592366, 0.010953924141477868, 0.31049663877016764, -0.35795169069114247, -0.22499044792290854, -0.47883181564826244, -0.5382278342665738]",1.1284855047598208,2.6933352947235107,10,30,"(-5, 5)",200,0.4,0.5,1.5
Sphere,"[-0.22802912352848723, -0.42001180203004784, -0.2510542355153211, -0.10881751274101072, 0.3623416733373756, 0.20992117850774364, 0.049348604180538234, -0.24570906415819713, 0.03316126453414039, 0.362679908662416]",0.674079679250976,3.7653682231903076,10,50,"(-5, 5)",200,0.4,0.5,1.5
Sphere,"[-0.00926305790615125, -0.0017231241290159675, 0.01692456602521659, 0.017410957350055475, -0.005825103744490455, 0.004972457503812686, -0.00103723415685727, -0.006018965897696717, -0.016474493668679563, -0.007111993479152619]",0.0010963061348460343,0.30832624435424805,10,50,"(-5, 5)",200,0.9,0.5,1.5
Sphere,"[0.16720397483710867, -0.05021454826444918, -0.04151530519867011, 0.019228040499436883, -0.1098356027792603, 0.10381358685194987, -0.03813613442583983, -0.015904288105254454, -0.05879906497976253, 0.21880395268491926]",0.10845283950098805,7.117629289627075,10,30,"(-5, 5)",500,0.65,0.5,0.8999999999999999
Sphere,"[-0.08219815946676307, -0.18987802252705488, -0.08162633183587273, 0.01292349740849107, -0.14565627081206725, -0.523939293293308, -0.3356297644202751, -0.2404566887749288, 0.5593989639310712, 0.020865508104144424]",0.8291975361933371,3.54008412361145,10,50,"(-5, 5)",200,0.4,0.5,0.8999999999999999
Sphere,"[0.0003085853925833443, 0.00042728512008268106, -0.0004368106866343257, -0.00014642624487933077, 0.00019749711622762714, 0.0003013031797455586, 0.0003327230544710335, -0.00044515225222258964, -0.001050302379417301, -0.00023501515612562758]",2.0870628270040897e-06,0.36905765533447266,10,50,"(-5, 5)",200,0.9,0.5,0.8999999999999999
Sphere,"[-0.38136570760480704, 0.11034504625168821, 0.12510563932986546, -1.2576146221345144, -0.09399908336638742, -0.27139193570526915, 0.7668872760716499, -0.9174785699417075, 0.7758630521449322, 0.42874974221512985]",4.053024039043513,3.8453593254089355,10,30,"(-5, 5)",200,0.4,1.5,0.8999999999999999
Sphere,"[0.1471367272372258, -0.25794842515167304, 0.05612777958360986, -0.18153127124172463, 0.16288607389819745, -0.13514815799178886, 0.12154738701790566, 0.09823518496495792, 0.18218271239609415, -0.08611638086210047]",0.23411792490323982,2.3219573497772217,10,30,"(-5, 5)",500,0.65,0.5,0.3
Sphere,"[0.12813609720284316, 0.3191201147224124, -0.6427726885546831, 0.11226449041388639, -0.017591060114329867, -0.09975711578453375, 0.20302669530485848, 0.1705267250303288, 0.1866411649924732, 0.04372281057567293]",0.661323291122487,2.1138930320739746,10,50,"(-5, 5)",200,0.4,0.5,0.3
Sphere,"[-2.9433190058130496e-06, -3.006255431809148e-05, 4.9482233802188864e-05, -4.330049301782228e-06, -2.480689225156358e-05, -3.176660029950747e-05, 5.9604677689620635e-05, 5.051103841580066e-06, -7.961343298271548e-05, 1.985664732673204e-05]",1.531497629253141e-08,1.4508025646209717,10,50,"(-5, 5)",200,0.9,0.5,0.3
Sphere,"[0.01086234219859442, 0.03723890025743115, 0.01750266769374558, 0.0350467589809532, -0.0034878777478192634, 0.041582285652459264, 0.0032710384671257825, -0.018502055021424237, 0.0016664257490890688, -0.02272366423713661]",0.005652764256964008,2.0513360500335693,10,30,"(-5, 5)",200,0.65,0.5,1.5
Sphere,"[-0.0254731041833588, -0.8925271202353523, -0.30377245360466554, -0.3633540565243221, 0.2986450590230287, 0.2293065587090116, 0.33962501103890397, 0.013280977600863948, -0.03871690119801678, -0.06398959668592279]",1.2844429819114782,4.989980697631836,10,30,"(-5, 5)",500,0.4,1.5,1.5
Sphere,"[-0.010557712168608777, -0.026437249081797693, 0.014408616758996375, -0.0034651250826063275, -0.0021907543160763696, -0.02277518038517521, -0.01568142075246934, 0.014649643272162602, -0.0025927490662027916, -0.020330791598341433]",0.0024340994395976993,1.0802786350250244,10,30,"(-5, 5)",500,0.9,1.5,1.5
Sphere,"[0.006007932519755142, 0.0013642139936975353, 0.008365720278954778, 0.0056999487132973845, -0.008668182502462969, -0.0258182969128999, -0.04058652833097579, 0.01388857144064396, -0.004288382675117959, -0.03435599444295393]",0.003921036146236634,3.1774473190307617,10,50,"(-5, 5)",200,0.65,1.5,1.5
Sphere,"[-0.001821475829233093, -0.0026896253745883397, -0.005031293477567603, -0.001913855170813391, 0.004151661262030473, 0.004413849014901971, -0.001368440202454583, 5.393772069578603e-05, -0.007845950154343256, -0.009019331452149355]",0.00022102978041894624,1.9140582084655762,10,30,"(-5, 5)",200,0.9,0.5,0.8999999999999999
Sphere,"[-0.16736759101582122, 0.1854534392806426, 0.6783497379319947, 0.32093564077457803, -0.34542350169158303, -0.47697151034672686, 0.22370432628435177, -0.4749581092658318, 0.1004535554061591, -0.10946237718075016]",1.2700839183060741,3.5427732467651367,10,30,"(-5, 5)",500,0.4,1.5,0.8999999999999999
Sphere,"[-0.26353067939599556, -0.06168926143333502, -0.13697318415761542, 0.004287622845754575, -0.07040081505924894, 0.008427638510576976, 0.10963027102732936, 0.015127434654751, -0.05908806393347452, -0.00575553860418599]",0.11283348182771044,2.4351918697357178,10,30,"(-5, 5)",200,0.65,0.5,0.8999999999999999
Sphere,"[-0.0012659134023362438, -0.002668646405975713, -0.009313018171587592, 0.00776070146720689, 0.001464989656231333, 0.00016428134308627733, 0.00037787199334471324, -0.002568148483784982, -0.0043100481429209185, 0.0006978727852526808]",0.00018365990345913433,0.7213907241821289,10,30,"(-5, 5)",500,0.9,1.5,0.8999999999999999
Sphere,"[0.11637038140888568, -0.15887856971302855, 0.17195710962687796, 0.43677899554394245, -0.02692300216908012, -0.034195715684266936, 0.00010239041424696541, 0.2568589150805337, 0.14758425062445799, -0.03454011987208948]",0.3499744427531751,1.5314126014709473,10,30,"(-5, 5)",200,0.4,1.0,0.8999999999999999
Sphere,"[-0.00619396891269817, 0.02386040605442026, 0.01028981842950393, 0.006377531666785555, 0.03934933997320497, 0.009180807959501611, 0.005068207498084174, -0.014243163111188657, 0.0008685513720526658, 0.015650520008642657]",0.0028611428732447926,3.7587802410125732,10,50,"(-5, 5)",200,0.65,1.5,0.8999999999999999
Sphere,"[-0.0004110224284436365, 0.002161597708947613, 0.0014948472808008237, -0.0033577783207645786, -0.0022195120179433394, 0.002409802569422834, 0.001983284080132451, -0.001666836649477339, -0.003056715753202955, -0.004399372231052227]",6.449381713949753e-05,1.7325081825256348,10,30,"(-5, 5)",200,0.9,0.5,0.3
Sphere,"[0.04046992849646345, 0.02175614986547828, -0.08631812322506845, 0.10658158667282375, 0.017460718340945362, 0.06353691822095006, -0.056666681243561445, 0.00760804843893664, -0.00338602161334692, -0.045572587894442816]",0.030620735920241653,4.411967992782593,10,50,"(-5, 5)",200,0.65,1.5,0.3
Sphere,"[-0.0013913287137289636, -0.276036899130877, -0.2523525530358141, 0.3640931186235588, 0.35713384065254306, 0.10610462754748368, 0.42710158595528586, -0.523128295853951, -0.3926532741175427, -0.18601834209808943]",1.0561050835770553,3.3290109634399414,10,50,"(-5, 5)",500,0.4,0.5,0.3
Sphere,"[-0.03117761316095149, -0.031189735038939202, -0.07676343329099727, 0.061521411621449584, -0.039040352085603656, -0.021742555760821056, -0.15355349280728228, 0.008293227791051464, -0.01458759343720285, 0.08986459287478715]",0.04555513545006143,5.964628458023071,10,50,"(-5, 5)",200,0.65,1.0,0.8999999999999999
Sphere,"[-0.027507383818401746, -0.7371542715875858, 0.32233362984191133, 0.5971852170744024, 0.09947370519417072, 0.2522459719586395, -0.6121240493238688, 0.5126753418179446, -0.5022101350881559, -0.6103379541057573]",2.340464572974098,2.961754083633423,10,50,"(-5, 5)",500,0.4,1.0,0.3
Sphere,"[-0.4044697698089713, 0.2014776707854433, 0.10123828695463839, 0.1649406276791901, -0.18682172602738503, -0.2602376103650133, -0.3856667032866361, 0.46010081341868514, 0.09249908703544119, 0.13556979446948558]",0.731636433890915,3.2018983364105225,10,50,"(-5, 5)",500,0.4,1.5,0.3
Sphere,"[0.49938680948184017, 0.2596331493429571, 0.5709361036681104, -0.02924969831146419, -0.09496038126919107, -0.20640406402206077, -0.23764542360394228, 0.025929078763544954, 0.3699555909063579, 0.17043555689986734]",0.9183033314849056,5.637385368347168,10,50,"(-5, 5)",500,0.4,0.5,0.8999999999999999
Sphere,"[-0.22547937252699246, 0.11518837754340083, 0.3233191587461484, -0.006169862467346783, -0.16320257259886234, -0.2883238807048622, -0.1222806941640635, 0.04551625321852468, 0.26903999918372423, 0.03617022380317334]",0.36916349898207695,5.492166996002197,10,50,"(-5, 5)",500,0.4,1.0,0.8999999999999999
Sphere,"[-0.005836807127374794, 0.27291645888757005, 0.25967792653088234, -0.010863151314782247, -0.319956632160852, 0.3293651672474573, 0.6799717404783361, 0.6325328148986716, 0.2901330167691755, 0.16188160457284437]",1.3257639063841353,5.857088804244995,10,50,"(-5, 5)",500,0.4,1.5,0.8999999999999999
Sphere,"[-0.12470733146323858, -0.29486193431012103, 0.0806273052551139, -0.003774421376054535, -0.20865219378972447, 0.2200323963230775, 0.19474170911709468, 0.011441657502603036, 0.12253652891312976, -0.3202028271223574]",0.35656077705163663,6.747522592544556,10,50,"(-5, 5)",500,0.65,0.5,0.3
