Function,Best Position,Best Value,Execution Time,Dimensions,Num Particles,Bounds,Max Iterations,Inertia (w),Cognitive (c1),Social (c2)
Sphere,"[-0.0001069440265979787, -0.006760944342012871, -0.01446180701240136, 0.007498318932866207, -0.018883562340489685, 0.00311246777264566, -0.0013410114258617253, 0.009368866436174187, -0.010355415842698985, 0.008391423361738605]",0.0009445914298607764,0.14594030380249023,10,30,"(-5, 5)",200,0.9,1.5,0.3
Sphere,"[-0.0003298349835500602, -0.010813202719282204, 0.03756386002391869, -0.0056497898212026065, -0.02788218541793627, -0.016934437939851284, 0.029851796142129454, -0.01261248265321875, -0.020885622734115542, 0.06515798841716165]",0.008356166444255613,0.1405346393585205,10,30,"(-5, 5)",200,0.9,1.5,0.8999999999999999
Sphere,"[0.08713462859825416, 0.08047127783795138, 0.029375268531686594, 0.020847561828334887, -0.0860890393702935, 0.06320777608393713, 0.007057598365524886, 0.006783620601895912, 0.10210266333164308, 0.04506393953910945]",0.039323682659859374,0.14305901527404785,10,30,"(-5, 5)",200,0.9,1.5,1.5
Sphere,"[-0.5060999638295453, -0.3898363439150524, 0.7165868703014574, -0.43169392738240087, -1.0077598164707977, -0.1794488591340501, -0.2968517023448371, -0.4682554291383818, 0.2797301897548692, -0.05805005576880482]",2.544750546928023,0.29055070877075195,10,30,"(-5, 5)",500,0.4,0.5,0.3
Sphere,"[0.22104678846124695, -0.3708209911460459, -0.3506012305751817, 0.33303695339536665, -0.09717728058734629, 0.34542959529285017, -0.04278758078514306, -0.07192110434603553, 0.32694896765204484, -0.3563759522903333]",0.7898726236771787,0.3013594150543213,10,30,"(-5, 5)",500,0.4,0.5,0.8999999999999999
Sphere,"[-0.004756199161069598, 0.08257374301508465, 0.2598564312646711, 0.32041365771328995, 0.055872833468310124, 0.07917956652461894, 0.05007490290198988, -0.27508217645499095, -0.08997804803423046, -0.24787047323173075]",0.3341360189916361,0.3529953956604004,10,30,"(-5, 5)",500,0.4,0.5,1.5
Sphere,"[0.07738547198854412, -0.2680832780497109, -0.2355664336908087, -0.4060182028536638, -0.35710563603264434, 0.23178562415281134, 0.47584120464930346, 0.17785506651869215, 0.025635504085588533, -0.30648871127361]",0.8320982777616303,0.34021759033203125,10,30,"(-5, 5)",500,0.4,1.0,0.3
Sphere,"[0.3508302657168666, 0.189846059119756, 0.2990569880031669, 0.21854403359253174, -0.16587458911880798, -0.02227108602603186, 0.43071480018682007, -0.7963652667734035, -0.18616288833724726, -0.1549757300622232]",1.202717333912233,0.2965257167816162,10,30,"(-5, 5)",500,0.4,1.0,0.8999999999999999
Sphere,"[0.04438008436123159, 0.15112370425946914, -0.0805385357963435, -0.11481494241953867, 0.043500043509469594, 0.44970148243850133, 0.013594860230622221, 0.1268199180939005, -0.21430466419331204, 0.12591693556023156]",0.32665024532666737,0.41338491439819336,10,30,"(-5, 5)",500,0.4,1.0,1.5
Sphere,"[0.5337880709806645, 0.2634207710410046, -0.18701556765646926, -0.21288345204824105, 0.3696218416325405, -0.24098597481112713, 0.059107364578758634, 0.05594792336429334, -0.720979693169524, -0.29726701152005697]",1.2441121846835532,0.34093570709228516,10,30,"(-5, 5)",500,0.4,1.5,0.3
Sphere,"[-0.4534145311528488, -0.33266458513483677, -0.04985069871335023, 0.5497007447827992, 0.021672232937087664, 0.4230069380014882, -0.9647487882255874, -0.13596737308639698, 0.5476338385147381, 0.278170548872154]",2.1268200457913142,0.32921576499938965,10,30,"(-5, 5)",500,0.4,1.5,0.8999999999999999
Sphere,"[-0.3541654818255922, 0.19100576785104256, 0.3635052653355942, 0.41716737590443215, -0.5729780373350253, -0.082057242631228, -0.31983430283268244, -0.1958731071507418, 0.4737955214131082, 0.23265070538412283]",1.2223871138515516,0.4321458339691162,10,30,"(-5, 5)",500,0.4,1.5,1.5
Sphere,"[-0.9194131146465494, 0.39864968832925674, -0.30820373059226974, -0.49345700440253454, -0.2705564407818574, -0.4091758015333226, 0.11503734056146193, -0.42763009160399856, -0.16410122484310813, 0.16681388076536233]",1.8342141961226883,0.4167754650115967,10,30,"(-5, 5)",500,0.65,0.5,0.3
Sphere,"[-0.008069353802989126, 0.05417859607341369, -0.022780055130621295, -0.03512562030091903, 0.05565163249096317, -0.07033755033805839, 0.10358807998601503, 0.05160702737968038, 0.066216075586234, 0.023850514024494302]",0.03114484131846112,0.4294092655181885,10,30,"(-5, 5)",500,0.65,0.5,0.8999999999999999
Sphere,"[-0.03171463889046876, 0.11687246377485028, -0.053131168252773905, 0.04289757628861182, -0.07411215576384342, -0.0038433907717909275, 0.0856554581518105, -0.05174002662814973, -0.09768935323557625, 0.13079744077864228]",0.06150056560119307,0.37856388092041016,10,30,"(-5, 5)",500,0.65,0.5,1.5
Sphere,"[-0.4686386794248276, -0.2644896565244616, 0.28666351915997396, -0.16966422797135083, 0.406623548015328, -0.19885002899511758, -0.10360830999852998, -0.0391837115140744, 0.25199300542864705, 0.1609763342856411]",0.7071068576974762,0.3610210418701172,10,30,"(-5, 5)",500,0.65,1.0,0.3
Sphere,"[-0.0737394152090138, 0.00036229778443607835, 0.024907167443273488, 0.04954449518096991, 0.06844371906628377, -0.004250851688348939, 0.02989328495516451, -0.016823926715365433, 0.07356594940534435, -0.018320015713702797]",0.020139493910731724,0.3942868709564209,10,30,"(-5, 5)",500,0.65,1.0,0.8999999999999999
Sphere,"[-0.03910899034477871, 0.07860444544316875, 0.043586987017014606, -0.019675614756074315, -0.03526782468656129, 0.0815781004640652, 0.026924531569179032, 0.05478020761867954, 0.018139250024393882, -0.018944161184449478]",0.0223076483373093,0.39250612258911133,10,30,"(-5, 5)",500,0.65,1.0,1.5
Sphere,"[-0.0310459494636686, 0.03940233298398242, 0.09538130206763955, -0.0028003681901293703, 0.07091100504921753, -0.029423245920268397, 0.006998817693748143, 0.017708233368587394, -0.003523183932435007, -0.05875090857396855]",0.021342574767809878,0.3306925296783447,10,30,"(-5, 5)",500,0.65,1.5,0.3
Sphere,"[-0.14372005954474337, -0.015501122572534762, -0.1308420014051899, 0.1464919077583735, -0.3181333739947008, -0.24972105592662647, -0.0408443403482511, 0.001359566188692937, 0.1732663518127729, 0.15032341376514896]",0.27733316406453934,0.3322019577026367,10,30,"(-5, 5)",500,0.65,1.5,0.8999999999999999
Sphere,"[-0.0009394256340845478, -0.025875984813675056, 0.010151535632306107, 0.02361626757037643, 0.019936389860600486, 0.015710747345851414, 0.05135341418983867, -0.013778163985255488, -0.025909646126294806, 0.008013741884871816]",0.005538058876233029,0.3293771743774414,10,30,"(-5, 5)",500,0.65,1.5,1.5
Sphere,"[-0.0003367117387485713, -7.704739915798024e-06, 0.0010736812716399683, 0.0002808100383895129, 0.0006748297317150653, 0.00027651100343604497, -0.0002672961414005706, -0.00019479678729044864, 0.0005365935619046365, 0.0002207266884996531]",2.322979347826673e-06,0.3411262035369873,10,30,"(-5, 5)",500,0.9,0.5,0.3
Sphere,"[-2.1638364834680897e-05, 8.243837133481644e-06, 2.2397778615921253e-06, 2.565126628346494e-06, 1.1271116590335465e-05, 1.1376627364395897e-05, -1.1920497166030791e-07, 5.112521989451615e-06, -7.992671588579103e-06, 1.135087070938153e-05]",1.023119038173983e-09,0.30335402488708496,10,30,"(-5, 5)",500,0.9,0.5,0.8999999999999999
Sphere,"[-0.0037644604150990336, 0.00214629412343959, -0.0031946364273013205, 0.0011118337486183674, 0.0020482024881280166, -0.0011463160151330902, -0.004108517455039894, -0.001701099422567963, 0.0016107011447373026, 0.002256802259086795]",6.318996024539648e-05,0.3033719062805176,10,30,"(-5, 5)",500,0.9,0.5,1.5
Sphere,"[-0.005385025246790506, -0.003435123106530041, 0.01221113342872437, -0.008705718993206692, -0.0018825821584911853, 0.013211276098622628, -0.011258285848483894, -0.004919744199110231, 0.004566763572532137, -0.00750795269768903]",0.0006719593886748781,0.3146843910217285,10,30,"(-5, 5)",500,0.9,1.0,0.3
Sphere,"[-6.627429302108852e-06, 1.6489502539633385e-05, 4.864348144859752e-05, -7.112309851636978e-05, 4.3149939296681935e-06, -6.941786337268434e-05, -4.1549092462266615e-05, -8.118420777679384e-05, 1.2032283102341338e-05, -6.862811946386487e-05]",2.5749766165595074e-08,0.30954623222351074,10,30,"(-5, 5)",500,0.9,1.0,0.8999999999999999
Sphere,"[-0.0014599995437426315, 0.0005888346702116465, 0.002804005909344178, 0.005677404213343696, -2.2669609977682414e-06, 0.0012972385247183443, -0.0007935112681012116, 0.0016021625218424658, -0.0007693383403668888, 0.003136258138625817]",5.7881107080082706e-05,0.30553507804870605,10,30,"(-5, 5)",500,0.9,1.0,1.5
Sphere,"[-0.008246010363391346, 0.0036555080546586886, -0.0011428101077587869, -0.012688143851709835, 0.0033639144976251962, -0.02322611627030365, 0.001374930319480347, 5.2265939180045354e-05, 0.0019102936221804879, -0.0006116225692465157]",0.0008003393021458866,0.30750584602355957,10,30,"(-5, 5)",500,0.9,1.5,0.3
Sphere,"[0.017004407962302084, 0.014355643820473454, 0.0027976998685330544, -0.0160101518492994, 0.009284015805709055, 0.013097196468837783, 0.0069825841557071095, 0.008076272302831256, 0.01055623561771646, 0.0076393312505004]",0.0013008921394373366,0.31113743782043457,10,30,"(-5, 5)",500,0.9,1.5,0.8999999999999999
Sphere,"[-0.0037061699433351466, 0.00022017355879425994, 0.00019813555287106436, 0.007942235229308862, -0.007365396615711835, -0.014055550995553931, -0.0018370588068329658, 0.010698778927591461, 0.0023289809635247006, 0.0027423475079305717]",0.00045949338905916694,0.3300609588623047,10,30,"(-5, 5)",500,0.9,1.5,1.5
Sphere,"[0.6270404595738872, 0.014250828230335185, 0.17599272173916478, 0.060971772480652706, -0.005158833376553169, -0.10665660008568531, 0.006266894945961713, 0.12472891268210683, 0.538731882465859, -0.2931304435760184]",0.8312301368635243,0.21123671531677246,10,50,"(-5, 5)",200,0.4,0.5,0.3
Sphere,"[0.40500863518757135, -0.1404419176020277, 0.022650763680126383, 0.04270304289398299, 0.0007634819885604913, 0.18215713319245935, 0.017374646545670728, -0.0219914014688562, -0.4152992042229897, -0.15902459785584508]",0.4178220896741877,0.22158145904541016,10,50,"(-5, 5)",200,0.4,0.5,0.8999999999999999
Sphere,"[-0.24170323868116236, -0.036561142369497056, 0.14471211931435732, 0.5054271057313969, -0.3568790136952576, 0.18259939680115006, -0.09436254195679226, -0.04649135489653864, -0.3616346501488807, 0.3798127548326608]",0.7829635838595803,0.20704197883605957,10,50,"(-5, 5)",200,0.4,0.5,1.5
Sphere,"[-0.08893105763302019, -0.02705841211501979, -0.21927173041429504, 0.012863563888977601, 0.12007729587995598, 0.42319004004277244, -0.1834562843706184, 0.27501988614998435, -0.29163343763336996, -0.14514185763697146]",0.4658031875271558,0.17279434204101562,10,50,"(-5, 5)",200,0.4,1.0,0.3
Sphere,"[-0.05876005298138149, 0.15257615027841656, -0.13226579755110934, 0.018957536161729086, 0.06377443047713058, -0.07199316297688521, 0.0999377910925034, -0.10484130153061119, -0.006904139043800179, 0.0009237795925182116]",0.07486382943716281,0.17931461334228516,10,50,"(-5, 5)",200,0.4,1.0,0.8999999999999999
Sphere,"[0.036557763022222536, 0.007299684067366042, 0.007165276016169053, -0.06682142652748348, 0.1029117694077202, -0.08758985228048963, 0.1586554529422967, -0.16492744562051984, -0.040094401923480266, -0.06606332511579388]",0.08251355321156538,0.18431711196899414,10,50,"(-5, 5)",200,0.4,1.0,1.5
Sphere,"[0.17695959468179995, -0.023098704032597037, 0.09182720088060298, -0.099898777241263, 0.01554894404119547, 0.00952788408030772, 0.1043191885298915, -0.14933959609256955, -0.07290866297551038, -0.3629973982450983]",0.22086039135585644,0.17601752281188965,10,50,"(-5, 5)",200,0.4,1.5,0.3
Sphere,"[0.31532134995705025, -0.09844663730971255, -0.20406562878985177, -0.08742193263843992, 0.16799096041917533, 0.07847158236298643, -0.04020735156541779, -0.04089215311705603, 0.39257214641699806, 0.34166238554689754]",0.46691829646357164,0.17778897285461426,10,50,"(-5, 5)",200,0.4,1.5,0.8999999999999999
Sphere,"[-0.022789605974807253, -0.11513275099788768, -0.08425353311268229, -0.04418135090590757, 0.04659997654733473, 0.2631810507184653, 0.0844969598117982, -0.06627138965247668, 0.005156552396379039, -0.19797334194257327]",0.1450130568305916,0.17893052101135254,10,50,"(-5, 5)",200,0.4,1.5,1.5
Sphere,"[-0.01895867546376989, 0.08331430481776785, -0.024665644483793894, -0.05490093874261805, 0.04857518903348529, -0.00043851464896394024, -0.023290860957716566, 0.02898718306498694, 0.06884749510800112, 0.07583357040111868]",0.0251563821085887,0.21280765533447266,10,50,"(-5, 5)",200,0.65,0.5,0.3
Sphere,"[-0.0010015769679132959, 0.03318887690347149, -0.011976219660025472, 0.003054001438468754, 0.01723134773198508, 0.009777267369009246, -0.045776609501276225, 0.012298535836302138, -0.000651734262295883, -0.03640571355218746]",0.005220328468475185,0.19460296630859375,10,50,"(-5, 5)",200,0.65,0.5,0.8999999999999999
Sphere,"[0.007177319179710237, -0.005213207076300293, 0.0006319276865933432, 0.0047183873580538445, 0.005749274057394592, -0.002327687850985877, 0.003918371855674535, 0.005794422900465753, -0.004182316888174752, 0.00016793485089323517]",0.00020627518482424766,0.21039295196533203,10,50,"(-5, 5)",200,0.65,0.5,1.5
Sphere,"[-0.1447136925724444, -0.0825996342966945, -0.2527166908643477, 0.1988295036440401, 0.19723894166295566, 0.23920405377296006, -0.12126191570956779, 0.062155707304508465, -0.12590874841375507, -0.15949936904519246]",0.2871462750194121,0.21069121360778809,10,50,"(-5, 5)",200,0.65,1.0,0.3
Sphere,"[0.004595385167685982, 0.011963843057306583, 0.003159038523574606, -0.0038510227490372237, -0.009528656330833045, -0.0017138520793483032, -0.008460901503371821, 0.010958432393862917, 0.013914574763235793, 0.000998603992960598]",0.000669080282124352,0.16631865501403809,10,50,"(-5, 5)",200,0.65,1.0,0.8999999999999999
Sphere,"[-0.0038337824491701668, 0.0033695440218978238, -0.0009056238287038733, -0.004493210730634632, -0.007448015485340104, -0.00037576797772921166, 0.0006760079017080537, -0.0011489516192263775, -0.0071589714638550205, -0.0023351757791393976]",0.00016115594306129614,0.1684117317199707,10,50,"(-5, 5)",200,0.65,1.0,1.5
Sphere,"[-0.12752397143322633, -0.07262962158322558, -0.03816614653514223, -0.03629194671825709, 0.007382811942046838, -0.020016571773356164, 0.021313535557378728, -0.09178463405003286, -0.02295367187965933, -0.0736567608684908]",0.03959722973714838,0.20654964447021484,10,50,"(-5, 5)",200,0.65,1.5,0.3
Sphere,"[-0.0002356457555027898, 0.009014922782260664, -0.013947599884964423, -0.0038303465884973395, -0.0010766902018195354, -0.006512665222106472, 0.006404685367567787, -0.007606188916586649, 0.006528870704479717, 0.0007747679113739774]",0.00047620605180186175,0.17973780632019043,10,50,"(-5, 5)",200,0.65,1.5,0.8999999999999999
Sphere,"[-0.002887094936388553, -0.00909012588740778, -0.005927431082190412, -0.009033673417078166, 0.01196630996718425, -0.055754193327648485, -0.05581700509041102, -0.029899922690849172, -0.008746614563628899, -0.0016979097082150554]",0.007548359646192382,0.1898186206817627,10,50,"(-5, 5)",200,0.65,1.5,1.5
Sphere,"[0.00014689215274344046, 6.768766904736303e-05, -0.00014079692520000133, -2.7750974929855918e-05, -0.0002319812651288026, 0.00022290812164574712, -2.9805498318406948e-05, -0.00010866671032432279, -5.293820245573386e-06, -2.8731926690196462e-05]",1.6380652370723696e-07,0.1809985637664795,10,50,"(-5, 5)",200,0.9,0.5,0.3
Sphere,"[-0.0002668123272743171, 0.00037786599081735244, 0.00019976991501944198, -0.0003894371550239491, -0.00031979328521057127, 0.0006418086703946285, 0.001586095617033563, 0.0017034532951556247, 0.0016143893536846175, 0.0003127221911758192]",9.041227545615107e-06,0.18686151504516602,10,50,"(-5, 5)",200,0.9,0.5,0.8999999999999999
Sphere,"[-0.025281711047309807, -0.02499923495080064, 0.019735985828343836, -0.00012045601833746145, -0.005453677620900178, 0.006769921589262429, 0.004583308039392137, -0.012912739892634487, -0.0062705047755756416, -0.01636232802767229]",0.002224015318535868,0.18440675735473633,10,50,"(-5, 5)",200,0.9,0.5,1.5
Sphere,"[0.0009050206472667544, -0.0010778800581260316, 2.0245980860529388e-05, 0.00030950704239115394, 0.0013891028245129246, -0.001064837486747424, 0.0010400613815185595, -0.002274069125495265, -0.0009953251445833893, -0.00014652484550633534]",1.2405837569615686e-05,0.18141937255859375,10,50,"(-5, 5)",200,0.9,1.0,0.3
Sphere,"[-0.003615307037713701, 0.0053578677848424554, 6.670805576764957e-05, -0.0006077584346578513, 0.001536351937195337, 0.0054946321091781745, -0.00507615518892468, -0.0042008521678869315, -0.0010468083958096834, 0.003300040698832921]",0.00013010295861651114,0.18208622932434082,10,50,"(-5, 5)",200,0.9,1.0,0.8999999999999999
Sphere,"[0.004698464040432549, -0.004324903518054757, 0.004950574737518089, -0.005199787636699364, 0.0005065733557666798, -0.006402563483565264, -7.687931025708236e-05, 0.008896459721630792, 0.003020502224999215, -0.0011013450105908582]",0.00022306507273462333,0.17147612571716309,10,50,"(-5, 5)",200,0.9,1.0,1.5
Sphere,"[0.0039011773530481597, -0.0058703055199639705, -0.0030616953794689846, -0.0030504476890409527, -0.00616056965044876, 0.0055091114472516555, -0.004606083704208418, 3.087490038006517e-05, -0.011335546694632085, -0.004192470097174074]",0.00030395019342569293,0.18657517433166504,10,50,"(-5, 5)",200,0.9,1.5,0.3
Sphere,"[-0.002304219251957105, 0.027008236550986907, -0.014073674708432493, -0.010350934778373849, 0.008149917477591634, 0.01584566465137126, 0.00034297064517691423, -0.009595269467291015, 0.014328169391133565, 0.0069006975812576435]",0.0017025735718977193,0.18024516105651855,10,50,"(-5, 5)",200,0.9,1.5,0.8999999999999999
Sphere,"[0.026775240365509156, -0.041950918406546536, 0.006755242368114978, 0.011152421830696757, 0.013006012182895377, 0.03995899671045444, -0.011105762676158037, 0.009157450713338067, -0.004086916605256619, 0.003258164904955285]",0.004647196029005591,0.18212223052978516,10,50,"(-5, 5)",200,0.9,1.5,1.5
Sphere,"[0.05148028544070183, 0.7609793189791672, -0.27248601275185996, 0.022339221273285283, -0.22444016825432195, -0.001866829587548133, -0.30020732560968993, 0.042959113793489566, 0.195422414030187, -0.21926708133762157]",0.8851021825056433,0.46187901496887207,10,50,"(-5, 5)",500,0.4,0.5,0.3
Sphere,"[0.15383945739751803, -0.2535179356516198, 0.01652002955436814, -0.25216764949153814, -0.2991355683256482, -0.03246778883426901, -0.7742141427701036, -0.03662618775707631, -0.50585841528565, 0.5401150161169751]",1.3907015861704934,0.46552252769470215,10,50,"(-5, 5)",500,0.4,0.5,0.8999999999999999
Sphere,"[0.14035140588917042, -0.00866247659608869, -0.34729957267478484, -0.3459408519377142, -0.06366793454274261, 0.16454842791452637, 0.015705040456061886, 0.10291019481301783, 0.10748260756814448, 0.022334306181891403]",0.31408390152785914,0.47550129890441895,10,50,"(-5, 5)",500,0.4,0.5,1.5
Sphere,"[0.39333225586206977, 0.1305950250660556, -0.21599570121802178, 0.3585754457996327, -0.22212498485653837, 0.2379623732900416, -0.017241259675081243, -0.09244300275749581, -0.11214966108768212, -0.0877625005249466]",0.48208419012244424,0.46557021141052246,10,50,"(-5, 5)",500,0.4,1.0,0.3
Sphere,"[-0.10728451647372299, 0.033107957062230874, 0.1359735299802363, -0.19375232853583277, 0.04198767944275544, -0.4265868654711999, 0.07890279474121527, -0.22632830736541587, 0.03878028167614599, -0.05514310262308073]",0.31436901472835904,0.4700477123260498,10,50,"(-5, 5)",500,0.4,1.0,0.8999999999999999
Sphere,"[0.18575934255122206, 0.13317660365583875, -0.08966359130650883, -0.09868112309398201, 0.2997204959178, 0.006977897178406272, 0.03493281999210188, -0.03605529837628557, 0.13980794522948467, -0.1483011657788563]",0.20396091526394322,0.47475719451904297,10,50,"(-5, 5)",500,0.4,1.0,1.5
Sphere,"[0.15274556346422125, -0.08971968701310136, -0.1166657600612759, 0.021427582761499635, -0.2616789510418926, 0.09443121964308276, -0.011584757493337358, 0.20921163690351605, -0.014873786402986066, -0.46996852419261254]",0.38783935780684475,0.44402050971984863,10,50,"(-5, 5)",500,0.4,1.5,0.3
