Function,Best Position,Best Value,Execution Time,Dimensions,Num Particles,Bounds,Max Iterations,Inertia (w),Cognitive (c1),Social (c2)
Sphere,"[-0.001568813249772007, -0.0006103609397640575, -0.0010005958215412378, -0.0014478052423728225, -0.0003815840644294501, 0.0008121475484136095, 0.0009289356864335069, -6.631884597492455e-05, -0.0006264897040090335, 8.188628142272658e-05]",8.00275195717432e-06,1.5030341148376465,10,30,"(-5, 5)",500,0.9,1.5,0.8999999999999999
Sphere,"[-0.004720320224042367, 0.0007384020574235581, 0.012339037023319902, -0.019580043066354764, -0.007341915075229981, 0.008365393112906933, 0.001065335023455772, -0.00883627756436772, -0.007173033091389221, 0.005939919661035672]",0.00084828988988091,1.5300335884094238,10,30,"(-5, 5)",500,0.9,1.5,1.5
Sphere,"[-0.05704274256441385, -0.0038180439501839824, 0.0559415656315941, 0.1059981663422741, -0.03089509696568378, 0.12305279262717383, -0.2723524539287452, -0.055064997247309934, 0.020573476024530617, 0.19206977334317343]",0.1482520975926646,1.0465822219848633,10,50,"(-5, 5)",200,0.4,1.0,1.5
Sphere,"[0.0577105869732077, -0.006080454928597032, 0.08658409033947441, 0.21122623511417923, 0.22430167080748903, -0.5647583845287663, 0.4947184745168348, -0.1578279104962174, 0.10870707239778805, -0.0532917905998502]",0.7090573441984309,1.086148977279663,10,50,"(-5, 5)",200,0.4,1.5,0.3
Sphere,"[0.09601850068918119, 0.2625508638859835, 0.41519322457446534, 0.18240987241359347, 0.004587991757227456, 0.27887081876651376, -0.2346245523342547, -0.25942150474701664, -0.4683583191024791, -0.01688532553714458]",0.7035940940904812,1.0681607723236084,10,50,"(-5, 5)",200,0.4,1.5,0.8999999999999999
Sphere,"[-0.1554827280327586, -0.09801813443042806, -0.053634633840831, 0.035882533207242405, 0.052422691122641626, 0.27347902652881456, -0.1207123510251354, 0.1453989912908492, -0.004927771775696785, 0.18845364410142298]",0.18673697729421818,1.081160545349121,10,50,"(-5, 5)",200,0.4,1.5,1.5
Sphere,"[-0.001249728703543185, -0.0079227978312485, -0.008335468419698799, 0.009157792044322351, -0.042673074977929125, -0.0049179935829217454, -0.02871947678989361, 0.025926325785229014, -0.010965504629872233, 0.023342510679466497]",0.004224953537579591,1.0326285362243652,10,50,"(-5, 5)",200,0.65,0.5,1.5
Sphere,"[0.03570089882076929, -0.011778601098283673, -0.033708391030405266, 0.023021065894450143, 0.02215863379795079, -0.01776313259591347, -0.020166276646097128, -0.01647408193235736, 0.005779423891887492, 0.03873621919061706]",0.006098019159616902,1.066629409790039,10,50,"(-5, 5)",200,0.65,0.5,0.8999999999999999
Sphere,"[0.06272041600677343, 0.0033253575905765435, 0.0484607648772597, 0.03196744729768065, 0.010446765975819894, -0.07089527260057023, -0.019027340925766, -0.15861341958828004, 0.07007696560945, 0.03432793544988696]",0.04405999144032243,1.073629379272461,10,50,"(-5, 5)",200,0.65,0.5,0.3
Sphere,"[-0.08616917484314743, 0.0090881238552821, -0.019461153784316194, 0.006009420386017531, 0.02708953115262101, 0.0008764970210467576, 0.014299011473749679, -0.026004004807413293, 0.005405099221482487, -0.004967664123672875]",0.009591744053037369,1.0551643371582031,10,50,"(-5, 5)",200,0.65,1.0,0.3
Sphere,"[0.00030518816949275075, 0.008543719125503632, -0.005952633489551388, 0.006472859610876325, 0.0019807856574554994, -0.008769549561850748, 0.00146824681360772, 0.004140331604094214, -0.0077240195320836735, -0.004820101101362549]",0.0003334404915127728,1.077617883682251,10,50,"(-5, 5)",200,0.65,1.0,0.8999999999999999
Sphere,"[-0.006517539932844257, -0.0022695649666854847, -0.006759397556563696, -0.003554119181498264, 0.010225867188958135, -0.0013114427899368496, 0.010851158740228904, 0.0038260844916623207, -0.007108355455880356, 0.0012358810885375457]",0.0003966814002508205,1.0818305015563965,10,50,"(-5, 5)",200,0.65,1.0,1.5
Sphere,"[0.0011025744556567, 0.0002129306375676919, 0.00021598003173625984, 0.0005887067504119247, 5.860322615419496e-05, -0.00012962876143065232, 0.00012642124898501011, -0.0005104166911935338, -0.00021075268859492856, -0.0002589365394081041]",2.0624432107112614e-06,1.0278291702270508,10,50,"(-5, 5)",200,0.9,0.5,0.8999999999999999
Sphere,"[6.97740565024363e-05, 6.29988194195425e-05, 8.006917224059533e-06, -0.00017853609368061066, -2.118260947679693e-05, 0.00013250076063053536, -7.548414860862272e-05, 1.863043462661219e-05, 0.00013003752797024261, -3.9595007858877424e-05]",8.330414530464424e-08,1.0418331623077393,10,50,"(-5, 5)",200,0.9,0.5,0.3
Sphere,"[-0.0029361586526951747, -0.025480903877398604, -0.03398437127629733, -0.033147577614845894, 0.027163251931200626, -0.016665832706159543, -0.005450494353251223, 0.03366719719787451, 0.013276071216571773, 0.01295429227365207]",0.005434444929202132,1.0448322296142578,10,50,"(-5, 5)",200,0.65,1.5,1.5
Sphere,"[0.13574052440357043, -0.0646671453988709, -0.029593149270725563, -0.12350382574752539, 0.029411332088973764, -0.0036859721586702692, -0.01752605630251508, -0.004854685584253485, -0.034413331887725454, -0.07395997177129865]",0.046599977421098886,1.1138336658477783,10,50,"(-5, 5)",200,0.65,1.5,0.3
Sphere,"[-0.0001504380519241979, -0.024491991873398178, -0.03593925134073848, 0.013840249664880426, 0.024153181034088783, -0.010073702062224252, 0.04773257582307148, 0.014369471806569226, -0.014178645193241019, -0.030171951652220433]",0.00636417938328179,1.0968353748321533,10,50,"(-5, 5)",200,0.65,1.5,0.8999999999999999
Sphere,"[0.0007779442737624615, -0.005442295780753295, -0.007896830336387304, -0.016062332838031303, -0.0011073351051661892, 0.0024570417816246687, 0.011374783946102616, 0.0026004647144889145, -0.00811966874932811, -0.005837292623834656]",0.0005939966238983588,1.0583133697509766,10,50,"(-5, 5)",200,0.9,0.5,1.5
Sphere,"[-6.22516415680655e-05, 0.0007552137414600215, 4.373328945145061e-06, -0.001915783164615526, 0.0030537584241056687, -0.0016926115594743285, -0.0015107316603373158, 0.001356188540751002, -0.0002226263271568116, -0.0006507688903104451]",2.102946186380986e-05,1.061265468597412,10,50,"(-5, 5)",200,0.9,1.0,0.3
Sphere,"[-0.000141511753132045, 0.004477897371736896, 0.003472905183726483, -0.005013408963331218, 0.0014625924580807508, -0.005492994919082944, -0.0012782964741843328, -0.008948118001475833, 0.0034714671068581658, -0.005198495024118068]",0.00021035739221037897,1.095273494720459,10,50,"(-5, 5)",200,0.9,1.0,0.8999999999999999
Sphere,"[-0.0022679355893734845, -0.0020824206226348926, -0.0017637830391926998, -0.00698443938562319, 0.006733560921269626, -0.0008576544144517812, 0.004327629249938394, -0.005276887437488308, 0.0019161650910808376, 0.0028922295663551503]",0.00016606034187660831,1.0872795581817627,10,50,"(-5, 5)",200,0.9,1.5,0.3
Sphere,"[-0.00898572856191613, -0.009035778114631925, 0.006027810336123159, -0.006094020146764878, -0.005759704137619085, 0.00538387930119033, -0.0046483725043985555, -0.007810456233586089, -0.00039561419050948565, 0.007506302661784925]",0.0004371322147599023,1.0872766971588135,10,50,"(-5, 5)",200,0.9,1.5,0.8999999999999999
Sphere,"[-3.890034111572044e-05, -0.00546865119642519, 0.0017469287972934275, 0.0031719131931872216, -0.014555123772518478, 0.0011747790900157014, -0.00043968766603678586, 0.0024830600492652677, 0.0013717365585437496, 0.005179546724665835]",0.0002913204645272646,1.1032800674438477,10,50,"(-5, 5)",200,0.9,1.0,1.5
Sphere,"[0.010370966937137998, 0.00014240296319572004, -0.018847486707670183, 0.015488593193008066, -0.021106824382957096, 0.005852071626150059, -0.007906012487127946, -0.00042478970938891834, 0.03413889296815592, 0.02869223463057472]",0.003233840106891002,1.1092801094055176,10,50,"(-5, 5)",200,0.9,1.5,1.5
Sphere,"[-0.17338333761832772, -0.3497325680259047, -0.09033519184421308, 0.5093120324277772, 0.29730376324455704, 0.24583523195182497, 0.3410306641130744, -0.24555620703768022, -0.22470665208784524, 0.32039485442786414]",0.8985040399876089,2.906886577606201,10,50,"(-5, 5)",500,0.4,0.5,0.8999999999999999
Sphere,"[0.22205035997511224, 0.1433107416233336, 0.023856109806560388, -0.07133520380329009, 0.1501008630205816, -0.03863581974799593, 0.01450719408256559, -0.19484990139520103, -0.08474860409036408, 0.09419738658143748]",0.15375756824149628,3.2648890018463135,10,50,"(-5, 5)",500,0.4,0.5,1.5
Sphere,"[0.3840362441472941, -0.21591877284461455, 0.21898717160381181, -0.16895200220614984, 0.14618187466111532, -0.6648754396796626, -0.19898371260468758, 0.280218874004596, 0.3013772421699558, -0.33917709893094]",1.0580198861981764,4.056587219238281,10,50,"(-5, 5)",500,0.4,0.5,0.3
Sphere,"[0.03164215877980456, 0.1954537344289093, -0.0025062689394934282, -0.23594173342916105, 0.1602354475523599, 0.05654427387650417, -0.15459815830517898, 0.20965570803617836, -0.03630032581825039, 0.1018249469816197]",0.20329296497835878,3.3614842891693115,10,50,"(-5, 5)",500,0.4,1.0,1.5
Sphere,"[0.2082073122824622, -0.2317400968169759, -0.01708255314924522, 0.23200988133122613, 0.09583133856220419, -0.44770533204339297, 0.06771867791774532, -0.10361383821299282, -0.06855075713999191, -0.1982845754072167]",0.42013549176580495,3.771629571914673,10,50,"(-5, 5)",500,0.4,1.5,0.3
Sphere,"[0.17335612785744967, 0.09150865663084733, 0.0188673885792968, -0.06253279224089348, 0.31924174971993974, -0.16420126277829283, 0.3545002854840186, 0.10456126263180326, 0.1814661105191585, -0.3407051816525915]",0.45718333934687466,4.117410659790039,10,50,"(-5, 5)",500,0.4,1.0,0.8999999999999999
Sphere,"[-0.10135510397772078, 0.007469252068312293, 0.06246765434274633, -0.03866037805751504, -0.06708159413731966, -0.011953198635945536, 0.12085057969492154, -0.10500981007773286, 0.0625097510864327, 0.032616657240416166]",0.050971536864650516,4.099416971206665,10,50,"(-5, 5)",500,0.4,1.5,0.8999999999999999
